tick,x,y,robot_id,team
54,1.49997,-1.12000,2,1
54,0.51129,0.46269,0,1
55,0.00000,0.00000,-1,-1
55,-0.35762,1.09067,0,0
55,-0.57130,-0.10917,1,0
55,-1.49997,-1.12000,2,0
55,1.49997,-0.00000,1,1
55,1.49997,-1.12000,2,1
55,0.48814,0.44377,0,1
56,0.00000,0.00000,-1,-1
56,-0.31856,1.08934,0,0
56,-0.55253,-0.11169,1,0
56,-1.49997,-1.12000,2,0
56,1.49997,-0.00000,1,1
56,1.49997,-1.12000,2,1
56,0.46585,0.42549,0,1
57,0.00000,0.00000,-1,-1
57,-0.27966,1.08791,0,0
57,-0.53398,-0.11363,1,0
57,-1.49997,-1.12000,2,0
57,1.49997,-0.00000,1,1
57,1.49997,-1.12000,2,1
57,0.44442,0.40785,0,1
58,0.00000,0.00000,-1,-1
58,-0.24147,1.08584,0,0
58,-0.51584,-0.11534,1,0
58,-1.49997,-1.12000,2,0
58,1.49997,-0.00000,1,1
58,1.49997,-1.12000,2,1
58,0.42384,0.39085,0,1
59,0.00000,0.00000,-1,-1
59,-0.20428,1.08310,0,0
59,-0.49810,-0.11742,1,0
59,-1.49997,-1.12000,2,0
59,1.49997,-0.00000,1,1
59,1.49997,-1.12000,2,1
59,0.40413,0.37451,0,1
60,0.00000,0.00000,-1,-1
60,-0.16806,1.07964,0,0
60,-0.48082,-0.11966,1,0
60,-1.49997,-1.12000,2,0
60,1.49997,-0.00000,1,1
60,1.49997,-1.12000,2,1
60,0.38526,0.35881,0,1
61,0.00000,0.00000,-1,-1
61,-0.13285,1.07553,0,0
61,-0.46391,-0.12183,1,0
61,-1.49997,-1.12000,2,0
61,1.49997,-0.00000,1,1
61,1.49997,-1.12000,2,1
61,0.36725,0.34376,0,1
62,0.00000,0.00000,-1,-1
62,-0.09865,1.07078,0,0
62,-0.44737,-0.12395,1,0
62,-1.49997,-1.12000,2,0
62,1.49997,-0.00000,1,1
62,1.49997,-1.12000,2,1
62,0.34993,0.32837,0,1
63,0.00000,0.00000,-1,-1
