tick,x,y,robot_id,team
576,2.86593,-0.98683,0,0
576,1.76241,0.66673,1,0
576,-1.49997,-1.12000,2,0
576,1.59555,0.13485,1,1
576,1.49997,-1.12000,2,1
576,1.63694,0.44248,0,1
577,1.86723,0.51247,-1,-1
577,2.86593,-0.98683,0,0
577,1.76109,0.66671,1,0
577,-1.49997,-1.12000,2,0
577,1.59555,0.13485,1,1
577,1.49997,-1.12000,2,1
577,1.63694,0.44248,0,1
578,1.86723,0.51247,-1,-1
578,2.86644,-0.98681,0,0
578,1.76031,0.66593,1,0
578,-1.49997,-1.12000,2,0
578,1.59555,0.13485,1,1
578,1.49997,-1.12000,2,1
578,1.63694,0.44248,0,1
579,1.86723,0.51247,-1,-1
579,2.86723,-0.98682,0,0
579,1.76020,0.66394,1,0
579,-1.49997,-1.12000,2,0
579,1.59555,0.13485,1,1
579,1.49997,-1.12000,2,1
579,1.63694,0.44248,0,1
580,1.86723,0.51247,-1,-1
580,2.86785,-0.98682,0,0
580,1.76036,0.66090,1,0
580,-1.49997,-1.12000,2,0
580,1.59555,0.13485,1,1
580,1.49997,-1.12000,2,1
580,1.63694,0.44248,0,1
581,1.86723,0.51247,-1,-1
581,2.86796,-0.98684,0,0
581,1.76054,0.65687,1,0
581,-1.49997,-1.12000,2,0
581,1.59555,0.13485,1,1
581,1.49997,-1.12000,2,1
581,1.63694,0.44248,0,1
582,1.86723,0.51247,-1,-1
582,2.86794,-0.98683,0,0
582,1.76070,0.65186,1,0
582,-1.49997,-1.12000,2,0
582,1.59555,0.13485,1,1
582,1.49997,-1.12000,2,1
582,1.63694,0.44248,0,1
583,1.86723,0.51247,-1,-1
583,2.86795,-0.98728,0,0
583,1.76049,0.64723,1,0
583,-1.49997,-1.12000,2,0
583,1.59555,0.13485,1,1
583,1.49997,-1.12000,2,1
583,1.63766,0.44257,0,1
584,1.86723,0.51247,-1,-1
584,2.86796,-0.98787,0,0
584,1.76040,0.64361,1,0
584,-1.49997,-1.12000,2,0
584,1.59555,0.13485,1,1
584,1.49997,-1.12000,2,1
584,1.63923,0.44228,0,1
585,1.86723,0.51247,-1,-1
585,2.86796,-0.98823,0,0
585,1.76020,0.64104,1,0
585,-1.49997,-1.12000,2,0
585,1.59555,0.13485,1,1
585,1.49997,-1.12000,2,1
585,1.64172,0.44170,0,1
586,1.86723,0.51247,-1,-1
586,2.86796,-0.98825,0,0
586,1.76010,0.63951,1,0
586,-1.49997,-1.12000,2,0
586,1.59555,0.13485,1,1
586,1.49997,-1.12000,2,1
586,1.64510,0.44084,0,1
587,1.86723,0.51247,-1,-1
587,2.86796,-0.98823,0,0
587,1.75997,0.63896,1,0
587,-1.49997,-1.12000,2,0
587,1.59555,0.13485,1,1
587,1.49997,-1.12000,2,1
587,1.64940,0.43971,0,1
588,1.86723,0.51247,-1,-1
588,2.86796,-0.98823,0,0
588,1.75995,0.63900,1,0
588,-1.49997,-1.12000,2,0
588,1.59555,0.13485,1,1
588,1.49997,-1.12000,2,1
588,1.65461,0.43834,0,1
589,1.86723,0.51247,-1,-1
589,2.86796,-0.98823,0,0
589,1.75994,0.63903,1,0
589,-1.49997,-1.12000,2,0
589,1.59555,0.13485,1,1
589,1.49997,-1.12000,2,1
589,1.65928,0.43656,0,1
590,1.86723,0.51247,-1,-1
590,2.86796,-0.98823,0,0
590,1.76011,0.63847,1,0
590,-1.49997,-1.12000,2,0
590,1.59555,0.13485,1,1
590,1.49997,-1.12000,2,1
590,1.67027,0.43359,0,1
591,1.86723,0.51247,-1,-1
591,2.86796,-0.98823,0,0
591,1.76032,0.63695,1,0
591,-1.49997,-1.12000,2,0
591,1.59555,0.13485,1,1
591,1.49997,-1.12000,2,1
591,1.67583,0.43196,0,1
592,1.86723,0.51247,-1,-1
592,2.86796,-0.98823,0,0
592,1.76050,0.63449,1,0
592,-1.49997,-1.12000,2,0
592,1.59555,0.13485,1,1
592,1.49997,-1.12000,2,1
592,1.68048,0.43073,0,1
593,1.86723,0.51247,-1,-1
593,2.86751,-0.98824,0,0
593,1.76117,0.63166,1,0
593,-1.49997,-1.12000,2,0
593,1.59555,0.13485,1,1
593,1.49997,-1.12000,2,1
593,1.68405,0.42961,0,1
594,1.86723,0.51247,-1,-1
594,2.86692,-0.98824,0,0
594,1.76274,0.62833,1,0
594,-1.49997,-1.12000,2,0
594,1.59555,0.13485,1,1
594,1.49997,-1.12000,2,1
594,1.68667,0.42890,0,1
595,1.86723,0.51247,-1,-1
595,2.86654,-0.98823,0,0
595,1.76420,0.62559,1,0
595,-1.49997,-1.12000,2,0
595,1.59555,0.13485,1,1
595,1.49997,-1.12000,2,1
595,1.68827,0.42832,0,1
596,1.86723,0.51247,-1,-1
596,2.86651,-0.98823,0,0
596,1.76525,0.62370,1,0
596,-1.49997,-1.12000,2,0
596,1.59555,0.13485,1,1
596,1.49997,-1.12000,2,1
596,1.68887,0.42807,0,1
597,1.86723,0.51247,-1,-1
597,2.86653,-0.98823,0,0
597,1.76568,0.62278,1,0
597,-1.49997,-1.12000,2,0
597,1.59555,0.13485,1,1
597,1.49997,-1.12000,2,1
597,1.68886,0.42805,0,1
598,1.86723,0.51247,-1,-1
598,2.86651,-0.98778,0,0
598,1.76565,0.62277,1,0
598,-1.49997,-1.12000,2,0
598,1.59555,0.13485,1,1
598,1.49997,-1.12000,2,1
598,1.68883,0.42805,0,1
599,1.86723,0.51247,-1,-1
599,2.86651,-0.98719,0,0
599,1.76614,0.62226,1,0
599,-1.49997,-1.12000,2,0
599,1.59555,0.13485,1,1
599,1.49997,-1.12000,2,1
599,1.68882,0.42805,0,1
600,1.86723,0.51247,-1,-1
600,2.86650,-0.98684,0,0
600,1.76750,0.62103,1,0
600,-1.49997,-1.12000,2,0
600,1.59555,0.13485,1,1
600,1.49997,-1.12000,2,1
600,1.68881,0.42805,0,1
601,1.86723,0.51247,-1,-1
601,2.86650,-0.98682,0,0
601,1.76958,0.61893,1,0
601,-1.49997,-1.12000,2,0
601,1.59555,0.13485,1,1
601,1.49997,-1.12000,2,1
601,1.68881,0.42805,0,1
602,1.86723,0.51247,-1,-1
602,2.86651,-0.98683,0,0
602,1.77243,0.61607,1,0
602,-1.49997,-1.12000,2,0
602,1.59555,0.13485,1,1
602,1.49997,-1.12000,2,1
602,1.68881,0.42805,0,1
603,1.86723,0.51247,-1,-1
603,2.86651,-0.98684,0,0
603,1.77601,0.61246,1,0
603,-1.49997,-1.12000,2,0
603,1.59555,0.13485,1,1
603,1.49997,-1.12000,2,1
603,1.68881,0.42805,0,1
604,1.86723,0.51247,-1,-1
604,2.86651,-0.98684,0,0
604,1.78037,0.60812,1,0
604,-1.49997,-1.12000,2,0
604,1.59555,0.13485,1,1
604,1.49997,-1.12000,2,1
604,1.68881,0.42805,0,1
605,1.86723,0.51247,-1,-1
605,2.86651,-0.98684,0,0
605,1.78548,0.60304,1,0
605,-1.49997,-1.12000,2,0
605,1.59555,0.13485,1,1
605,1.49997,-1.12000,2,1
605,1.68881,0.42805,0,1
606,1.86723,0.51247,-1,-1
606,2.86651,-0.98684,0,0
606,1.79105,0.59761,1,0
606,-1.49997,-1.12000,2,0
606,1.59555,0.13485,1,1
606,1.49997,-1.12000,2,1
606,1.68881,0.42805,0,1
607,1.86723,0.51247,-1,-1
607,2.86651,-0.98684,0,0
607,1.79652,0.59227,1,0
607,-1.49997,-1.12000,2,0
607,1.59555,0.13485,1,1
607,1.49997,-1.12000,2,1
607,1.68881,0.42805,0,1
608,1.89552,0.47644,-1,-1
608,2.86651,-0.98684,0,0
608,1.80193,0.58702,1,0
608,-1.49997,-1.12000,2,0
608,1.59555,0.13485,1,1
608,1.49997,-1.12000,2,1
608,1.68881,0.42805,0,1
609,1.92122,0.44302,-1,-1
609,2.86695,-0.98682,0,0
609,1.80730,0.58181,1,0
609,-1.49997,-1.12000,2,0
609,1.59555,0.13485,1,1
609,1.49997,-1.12000,2,1
609,1.68881,0.42805,0,1
610,1.94433,0.41221,-1,-1
610,2.86808,-0.98679,0,0
610,1.81208,0.57735,1,0
610,-1.49997,-1.12000,2,0
610,1.59555,0.13485,1,1
610,1.49997,-1.12000,2,1
610,1.68887,0.42832,0,1
611,1.96539,0.38401,-1,-1
611,2.87011,-0.98674,0,0
611,1.81599,0.57397,1,0
611,-1.49997,-1.12000,2,0
611,1.59555,0.13485,1,1
611,1.49997,-1.12000,2,1
611,1.68903,0.42946,0,1
612,1.98621,0.35774,-1,-1
612,2.87304,-0.98671,0,0
612,1.81898,0.57176,1,0
612,-1.49997,-1.12000,2,0
612,1.59555,0.13485,1,1
612,1.49997,-1.12000,2,1
612,1.68928,0.43123,0,1
613,2.02750,0.30576,-1,-1
613,2.88041,-0.98679,0,0
613,1.82199,0.57059,1,0
613,-1.49997,-1.12000,2,0
613,1.59555,0.13485,1,1
613,1.49997,-1.12000,2,1
613,1.69006,0.43674,0,1
614,2.04799,0.27998,-1,-1
614,2.88398,-0.98703,0,0
614,1.82199,0.57064,1,0
614,-1.49997,-1.12000,2,0
614,1.59555,0.13485,1,1
614,1.49997,-1.12000,2,1
614,1.69022,0.43936,0,1
615,2.06835,0.25434,-1,-1
615,2.88847,-0.98711,0,0
615,1.82194,0.57067,1,0
615,-1.49997,-1.12000,2,0
615,1.59555,0.13485,1,1
615,1.49997,-1.12000,2,1
615,1.69118,0.44195,0,1
616,2.08861,0.22885,-1,-1
616,2.89387,-0.98709,0,0
616,1.82193,0.57067,1,0
616,-1.49997,-1.12000,2,0
616,1.59555,0.13485,1,1
616,1.49997,-1.12000,2,1
616,1.69244,0.44399,0,1
617,2.10876,0.20349,-1,-1
617,2.89939,-0.98765,0,0
617,1.82193,0.57067,1,0
617,-1.49997,-1.12000,2,0
617,1.59555,0.13485,1,1
617,1.49997,-1.12000,2,1
617,1.69312,0.44522,0,1
618,2.12879,0.17827,-1,-1
618,2.90422,-0.98907,0,0
618,1.82193,0.57067,1,0
618,-1.49997,-1.12000,2,0
618,1.59555,0.13485,1,1
618,1.49997,-1.12000,2,1
618,1.69328,0.44562,0,1
619,2.14872,0.15319,-1,-1
619,2.90838,-0.99130,0,0
619,1.82193,0.57067,1,0
619,-1.49997,-1.12000,2,0
619,1.59555,0.13485,1,1
619,1.49997,-1.12000,2,1
619,1.69325,0.44568,0,1
620,2.16853,0.12826,-1,-1
620,2.91184,-0.99427,0,0
620,1.82193,0.57067,1,0
620,-1.49997,-1.12000,2,0
620,1.59555,0.13485,1,1
620,1.49997,-1.12000,2,1
620,1.69324,0.44567,0,1
621,2.18823,0.10346,-1,-1
621,2.91465,-0.99800,0,0
621,1.82193,0.57067,1,0
621,-1.49997,-1.12000,2,0
621,1.59555,0.13485,1,1
621,1.49997,-1.12000,2,1
621,1.69323,0.44566,0,1
622,2.20782,0.07880,-1,-1
622,2.91690,-1.00252,0,0
622,1.82193,0.57067,1,0
622,-1.49997,-1.12000,2,0
622,1.59555,0.13485,1,1
622,1.49997,-1.12000,2,1
622,1.69323,0.44566,0,1
623,2.22729,0.05429,-1,-1
623,2.91884,-1.00792,0,0
623,1.82193,0.57067,1,0
623,-1.49997,-1.12000,2,0
623,1.59555,0.13485,1,1
623,1.49997,-1.12000,2,1
623,1.69323,0.44566,0,1
624,2.24666,0.02991,-1,-1
624,2.92121,-1.01415,0,0
624,1.82193,0.57067,1,0
624,-1.49997,-1.12000,2,0
624,1.59555,0.13485,1,1
624,1.49997,-1.12000,2,1
624,1.69322,0.44566,0,1
625,2.26591,0.00568,-1,-1
625,2.92449,-1.02108,0,0
625,1.82193,0.57067,1,0
625,-1.49997,-1.12000,2,0
625,1.59555,0.13485,1,1
625,1.49997,-1.12000,2,1
625,1.69322,0.44566,0,1
626,2.28505,-0.01842,-1,-1
626,2.92863,-1.02877,0,0
626,1.82193,0.57067,1,0
626,-1.49997,-1.12000,2,0
626,1.59555,0.13485,1,1
626,1.49997,-1.12000,2,1
626,1.69322,0.44566,0,1
627,2.30409,-0.04237,-1,-1
627,2.93360,-1.03650,0,0
627,1.82193,0.57067,1,0
627,-1.49997,-1.12000,2,0
627,1.59555,0.13485,1,1
627,1.49997,-1.12000,2,1
627,1.69322,0.44566,0,1
628,2.32301,-0.06619,-1,-1
628,2.93953,-1.04366,0,0
628,1.82193,0.57067,1,0
628,-1.49997,-1.12000,2,0
628,1.59555,0.13485,1,1
628,1.49997,-1.12000,2,1
628,1.69322,0.44566,0,1
629,2.34181,-0.08986,-1,-1
629,2.94639,-1.05005,0,0
629,1.82193,0.57067,1,0
629,-1.49997,-1.12000,2,0
629,1.59555,0.13485,1,1
629,1.49997,-1.12000,2,1
629,1.69322,0.44566,0,1
630,2.36051,-0.11339,-1,-1
630,2.95418,-1.05569,0,0
630,1.82193,0.57067,1,0
630,-1.49997,-1.12000,2,0
630,1.59555,0.13485,1,1
630,1.49997,-1.12000,2,1
630,1.69316,0.44510,0,1
631,2.37910,-0.13679,-1,-1
631,2.96275,-1.06051,0,0
631,1.82193,0.57067,1,0
631,-1.49997,-1.12000,2,0
631,1.59555,0.13485,1,1
631,1.49997,-1.12000,2,1
631,1.69228,0.44457,0,1
632,2.39757,-0.16004,-1,-1
632,2.97201,-1.06453,0,0
632,1.82193,0.57067,1,0
632,-1.49997,-1.12000,2,0
632,1.59555,0.13485,1,1
632,1.49997,-1.12000,2,1
632,1.69034,0.44416,0,1
633,2.41593,-0.18315,-1,-1
633,2.98194,-1.06776,0,0
633,1.82193,0.57067,1,0
633,-1.49997,-1.12000,2,0
633,1.59555,0.13485,1,1
633,1.49997,-1.12000,2,1
633,1.68754,0.44345,0,1
634,2.43418,-0.20613,-1,-1
634,2.99160,-1.06999,0,0
634,1.82193,0.57067,1,0
634,-1.49997,-1.12000,2,0
634,1.59555,0.13485,1,1
634,1.49997,-1.12000,2,1
634,1.68497,0.44270,0,1
635,2.45232,-0.22896,-1,-1
635,3.00123,-1.07143,0,0
635,1.82193,0.57067,1,0
635,-1.49997,-1.12000,2,0
635,1.59555,0.13485,1,1
635,1.49997,-1.12000,2,1
635,1.68236,0.44196,0,1
636,2.47035,-0.25165,-1,-1
636,3.01162,-1.07224,0,0
636,1.82193,0.57067,1,0
636,-1.49997,-1.12000,2,0
636,1.59555,0.13485,1,1
636,1.49997,-1.12000,2,1
636,1.67453,0.43978,0,1
637,2.50607,-0.29661,-1,-1
637,3.03490,-1.07319,0,0
637,1.82193,0.57067,1,0
637,-1.49997,-1.12000,2,0
637,1.59555,0.13485,1,1
637,1.49997,-1.12000,2,1
637,1.67044,0.43865,0,1
638,2.52377,-0.31888,-1,-1
638,3.04783,-1.07346,0,0
638,1.82193,0.57067,1,0
638,-1.49997,-1.12000,2,0
638,1.59555,0.13485,1,1
638,1.49997,-1.12000,2,1
638,1.66733,0.43784,0,1
639,2.54135,-0.34102,-1,-1
639,3.06165,-1.07365,0,0
639,1.82193,0.57067,1,0
639,-1.49997,-1.12000,2,0
639,1.59555,0.13485,1,1
639,1.49997,-1.12000,2,1
639,1.66532,0.43663,0,1
640,2.55882,-0.36301,-1,-1
640,3.07635,-1.07374,0,0
640,1.82193,0.57067,1,0
640,-1.49997,-1.12000,2,0
640,1.59555,0.13485,1,1
640,1.49997,-1.12000,2,1
640,1.66450,0.43451,0,1
641,2.57618,-0.38486,-1,-1
641,3.09077,-1.07392,0,0
641,1.82248,0.57065,1,0
641,-1.49997,-1.12000,2,0
641,1.59555,0.13485,1,1
641,1.49997,-1.12000,2,1
641,1.66444,0.43148,0,1
642,2.59343,-0.40657,-1,-1
642,3.10418,-1.07389,0,0
642,1.82280,0.57063,1,0
642,-1.49997,-1.12000,2,0
642,1.59555,0.13485,1,1
642,1.49997,-1.12000,2,1
642,1.66448,0.42754,0,1
643,2.61056,-0.42813,-1,-1
643,3.11657,-1.07391,0,0
643,1.82335,0.57059,1,0
643,-1.49997,-1.12000,2,0
643,1.59555,0.13485,1,1
643,1.49997,-1.12000,2,1
643,1.66449,0.42270,0,1
644,2.62759,-0.44956,-1,-1
644,3.12796,-1.07369,0,0
644,1.82480,0.57058,1,0
644,-1.49997,-1.12000,2,0
644,1.59555,0.13485,1,1
644,1.49997,-1.12000,2,1
644,1.66449,0.41697,0,1
645,2.64450,-0.47085,-1,-1
645,3.13833,-1.07351,0,0
645,1.82715,0.57057,1,0
645,-1.49997,-1.12000,2,0
645,1.59555,0.13485,1,1
645,1.49997,-1.12000,2,1
645,1.66449,0.41034,0,1
646,2.66130,-0.49200,-1,-1
646,3.14769,-1.07315,0,0
646,1.83041,0.57056,1,0
646,-1.49997,-1.12000,2,0
646,1.59555,0.13485,1,1
646,1.49997,-1.12000,2,1
646,1.66449,0.40281,0,1
647,2.67799,-0.51301,-1,-1
647,3.15612,-1.07203,0,0
647,1.83456,0.57054,1,0
647,-1.49997,-1.12000,2,0
647,1.59555,0.13485,1,1
647,1.49997,-1.12000,2,1
647,1.66449,0.39439,0,1
648,2.69457,-0.53388,-1,-1
648,3.16359,-1.06972,0,0
648,1.83961,0.57053,1,0
648,-1.49997,-1.12000,2,0
648,1.59555,0.13485,1,1
648,1.49997,-1.12000,2,1
648,1.66450,0.38507,0,1
649,2.71104,-0.55460,-1,-1
649,3.17010,-1.06622,0,0
649,1.84556,0.57051,1,0
649,-1.49997,-1.12000,2,0
649,1.59555,0.13485,1,1
649,1.49997,-1.12000,2,1
649,1.66451,0.37485,0,1
650,2.72740,-0.57519,-1,-1
650,3.17561,-1.06155,0,0
650,1.85241,0.57049,1,0
650,-1.49997,-1.12000,2,0
650,1.59555,0.13485,1,1
650,1.49997,-1.12000,2,1
650,1.66452,0.36374,0,1
651,2.74364,-0.59564,-1,-1
651,3.18011,-1.05570,0,0
651,1.86016,0.57047,1,0
651,-1.49997,-1.12000,2,0
651,1.59555,0.13485,1,1
651,1.49997,-1.12000,2,1
651,1.66454,0.35172,0,1
652,2.75977,-0.61595,-1,-1
652,3.18358,-1.04870,0,0
652,1.86881,0.57045,1,0
652,-1.49997,-1.12000,2,0
652,1.59555,0.13485,1,1
652,1.49997,-1.12000,2,1
652,1.66508,0.33990,0,1
653,2.77579,-0.63611,-1,-1
653,3.18602,-1.04056,0,0
653,1.87837,0.57041,1,0
653,-1.49997,-1.12000,2,0
653,1.59555,0.13485,1,1
653,1.49997,-1.12000,2,1
653,1.66647,0.32903,0,1
654,2.79170,-0.65614,-1,-1
654,3.18740,-1.03129,0,0
654,1.88882,0.57038,1,0
654,-1.49997,-1.12000,2,0
654,1.59555,0.13485,1,1
654,1.49997,-1.12000,2,1
654,1.66868,0.31912,0,1
655,2.80750,-0.67602,-1,-1
655,3.18776,-1.02092,0,0
655,1.90018,0.57033,1,0
655,-1.49997,-1.12000,2,0
655,1.59555,0.13485,1,1
655,1.49997,-1.12000,2,1
655,1.67170,0.31017,0,1
656,2.82319,-0.69577,-1,-1
656,3.18753,-1.01014,0,0
656,1.91243,0.57028,1,0
656,-1.49997,-1.12000,2,0
656,1.59555,0.13485,1,1
656,1.49997,-1.12000,2,1
656,1.67547,0.30216,0,1
657,2.83877,-0.71537,-1,-1
657,3.18731,-0.99970,0,0
657,1.92559,0.57022,1,0
657,-1.49997,-1.12000,2,0
657,1.59555,0.13485,1,1
657,1.49997,-1.12000,2,1
657,1.67996,0.29510,0,1
658,2.85423,-0.73484,-1,-1
658,3.18713,-0.98959,0,0
658,1.93965,0.57015,1,0
658,-1.49997,-1.12000,2,0
658,1.59555,0.13485,1,1
658,1.49997,-1.12000,2,1
658,1.68515,0.28902,0,1
659,2.86958,-0.75416,-1,-1
659,3.18696,-0.97981,0,0
659,1.95461,0.57007,1,0
659,-1.49997,-1.12000,2,0
659,1.59555,0.13485,1,1
659,1.49997,-1.12000,2,1
659,1.69102,0.28390,0,1
660,2.88482,-0.77335,-1,-1
660,3.18679,-0.97042,0,0
660,1.97047,0.56998,1,0
660,-1.49997,-1.12000,2,0
660,1.59555,0.13485,1,1
660,1.49997,-1.12000,2,1
660,1.69760,0.27964,0,1
661,2.91497,-0.81129,-1,-1
661,3.18687,-0.95419,0,0
661,2.00159,0.57060,1,0
661,-1.49997,-1.12000,2,0
661,1.59555,0.13485,1,1
661,1.49997,-1.12000,2,1
661,1.70992,0.27323,0,1
662,2.92988,-0.83006,-1,-1
662,3.18690,-0.94754,0,0
662,2.01803,0.57062,1,0
662,-1.49997,-1.12000,2,0
662,1.59555,0.13485,1,1
662,1.49997,-1.12000,2,1
662,1.71677,0.27107,0,1
663,2.94467,-0.84868,-1,-1
663,3.18668,-0.94191,0,0
663,2.03538,0.57048,1,0
663,-1.49997,-1.12000,2,0
663,1.59555,0.13485,1,1
663,1.49997,-1.12000,2,1
663,1.72438,0.26941,0,1
664,2.95936,-0.86716,-1,-1
664,3.18586,-0.93719,0,0
664,2.05256,0.57094,1,0
664,-1.49997,-1.12000,2,0
664,1.59555,0.13485,1,1
664,1.49997,-1.12000,2,1
664,1.73282,0.26828,0,1
665,2.97393,-0.88551,-1,-1
665,3.18427,-0.93345,0,0
665,2.06880,0.57252,1,0
665,-1.49997,-1.12000,2,0
665,1.59555,0.13485,1,1
665,1.49997,-1.12000,2,1
665,1.74207,0.26760,0,1
666,2.98839,-0.90371,-1,-1
666,3.18200,-0.93070,0,0
666,2.08515,0.57397,1,0
666,-1.49997,-1.12000,2,0
666,1.59555,0.13485,1,1
666,1.49997,-1.12000,2,1
666,1.75230,0.26717,0,1
667,3.00274,-0.92177,-1,-1
667,3.17909,-0.92896,0,0
667,2.10233,0.57435,1,0
667,-1.49997,-1.12000,2,0
667,1.59555,0.13485,1,1
667,1.49997,-1.12000,2,1
667,1.76356,0.26676,0,1
668,3.01698,-0.93969,-1,-1
668,3.17556,-0.92820,0,0
668,2.12037,0.57436,1,0
668,-1.49997,-1.12000,2,0
668,1.59555,0.13485,1,1
668,1.49997,-1.12000,2,1
668,1.77482,0.26566,0,1
669,3.03110,-0.95747,-1,-1
669,3.17131,-0.92799,0,0
669,2.13930,0.57418,1,0
669,-1.49997,-1.12000,2,0
669,1.59555,0.13485,1,1
669,1.49997,-1.12000,2,1
669,1.78582,0.26355,0,1
670,3.04512,-0.97511,-1,-1
670,3.16625,-0.92812,0,0
670,2.15913,0.57398,1,0
670,-1.49997,-1.12000,2,0
670,1.59555,0.13485,1,1
670,1.49997,-1.12000,2,1
670,1.79654,0.26046,0,1
671,3.05902,-0.99261,-1,-1
671,3.16169,-0.92859,0,0
671,2.17987,0.57379,1,0
671,-1.49997,-1.12000,2,0
671,1.59555,0.13485,1,1
671,1.49997,-1.12000,2,1
671,1.80681,0.25640,0,1
672,3.07282,-1.00997,-1,-1
672,3.15804,-0.92925,0,0
672,2.20151,0.57359,1,0
672,-1.49997,-1.12000,2,0
672,1.59555,0.13485,1,1
672,1.49997,-1.12000,2,1
672,1.81677,0.25136,0,1
673,3.08650,-1.02719,-1,-1
673,3.15529,-0.92986,0,0
673,2.22405,0.57338,1,0
673,-1.49997,-1.12000,2,0
673,1.59555,0.13485,1,1
673,1.49997,-1.12000,2,1
673,1.82643,0.24537,0,1
674,3.10007,-1.04427,-1,-1
674,3.15318,-0.92986,0,0
674,2.24751,0.57317,1,0
674,-1.49997,-1.12000,2,0
674,1.59555,0.13485,1,1
674,1.49997,-1.12000,2,1
674,1.83662,0.23845,0,1
675,3.11352,-1.06121,-1,-1
675,3.15090,-0.92960,0,0
675,2.27186,0.57294,1,0
675,-1.49997,-1.12000,2,0
675,1.59555,0.13485,1,1
675,1.49997,-1.12000,2,1
675,1.84736,0.23061,0,1
676,3.12687,-1.07801,-1,-1
676,3.14847,-0.93001,0,0
676,2.29700,0.57183,1,0
676,-1.49997,-1.12000,2,0
676,1.59555,0.13485,1,1
676,1.49997,-1.12000,2,1
676,1.85871,0.22184,0,1
677,3.14010,-1.09467,-1,-1
677,3.14660,-0.93129,0,0
677,2.32283,0.56933,1,0
677,-1.49997,-1.12000,2,0
677,1.59555,0.13485,1,1
677,1.49997,-1.12000,2,1
677,1.87082,0.21225,0,1
678,3.15323,-1.11119,-1,-1
678,3.14442,-0.93326,0,0
678,2.34934,0.56545,1,0
678,-1.49997,-1.12000,2,0
678,1.59555,0.13485,1,1
678,1.49997,-1.12000,2,1
678,1.88359,0.20266,0,1
679,3.16624,-1.12757,-1,-1
679,3.14145,-0.93582,0,0
679,2.37653,0.56019,1,0
679,-1.49997,-1.12000,2,0
679,1.59555,0.13485,1,1
679,1.49997,-1.12000,2,1
679,1.89735,0.19277,0,1
680,3.17914,-1.14380,-1,-1
680,3.13805,-0.93909,0,0
680,2.40438,0.55353,1,0
680,-1.49997,-1.12000,2,0
680,1.59555,0.13485,1,1
680,1.49997,-1.12000,2,1
680,1.91198,0.18331,0,1
681,3.19193,-1.15990,-1,-1
681,3.13427,-0.94321,0,0
681,2.43287,0.54547,1,0
681,-1.49997,-1.12000,2,0
681,1.59555,0.13485,1,1
681,1.49997,-1.12000,2,1
681,1.92754,0.17393,0,1
682,3.20461,-1.17586,-1,-1
682,3.13018,-0.94819,0,0
682,2.46204,0.53629,1,0
682,-1.49997,-1.12000,2,0
682,1.59555,0.13485,1,1
682,1.49997,-1.12000,2,1
682,1.94405,0.16445,0,1
683,3.21717,-1.19167,-1,-1
683,3.12579,-0.95403,0,0
683,2.49202,0.52654,1,0
683,-1.49997,-1.12000,2,0
683,1.59555,0.13485,1,1
683,1.49997,-1.12000,2,1
683,1.96122,0.15438,0,1
684,3.22963,-1.20735,-1,-1
684,3.12132,-0.96015,0,0
684,2.55145,0.50770,1,0
684,-1.49997,-1.12000,2,0
684,1.59555,0.13485,1,1
684,1.49997,-1.12000,2,1
684,1.99440,0.13450,0,1
685,3.25420,-1.23828,-1,-1
685,3.11212,-0.97393,0,0
685,2.58184,0.49733,1,0
685,-1.49997,-1.12000,2,0
685,1.59555,0.13485,1,1
685,1.49997,-1.12000,2,1
685,2.01168,0.12353,0,1
686,3.26632,-1.25354,-1,-1
686,3.10732,-0.98244,0,0
686,2.61296,0.48606,1,0
686,-1.49997,-1.12000,2,0
686,1.59555,0.13485,1,1
686,1.49997,-1.12000,2,1
686,2.02955,0.11157,0,1
687,3.27833,-1.26865,-1,-1
687,3.10286,-0.99192,0,0
687,2.64481,0.47391,1,0
687,-1.49997,-1.12000,2,0
687,1.59555,0.13485,1,1
687,1.49997,-1.12000,2,1
687,2.04734,0.09868,0,1
688,3.29023,-1.28363,-1,-1
688,3.09874,-1.00250,0,0
688,2.67729,0.46138,1,0
688,-1.49997,-1.12000,2,0
688,1.59555,0.13485,1,1
688,1.49997,-1.12000,2,1
688,2.06553,0.08481,0,1
689,3.30201,-1.29846,-1,-1
689,3.09472,-1.01418,0,0
689,2.70979,0.44830,1,0
689,-1.49997,-1.12000,2,0
689,1.59555,0.13485,1,1
689,1.49997,-1.12000,2,1
689,2.08404,0.06998,0,1
690,3.31369,-1.31316,-1,-1
690,3.09065,-1.02681,0,0
690,2.74230,0.43491,1,0
690,-1.49997,-1.12000,2,0
690,1.59555,0.13485,1,1
690,1.49997,-1.12000,2,1
690,2.10282,0.05417,0,1
691,3.32525,-1.32771,-1,-1
691,3.08714,-1.03994,0,0
691,2.77480,0.42125,1,0
691,-1.49997,-1.12000,2,0
691,1.59555,0.13485,1,1
691,1.49997,-1.12000,2,1
691,2.12194,0.03739,0,1
692,3.33670,-1.34213,-1,-1
692,3.08441,-1.05369,0,0
692,2.80726,0.40731,1,0
692,-1.49997,-1.12000,2,0
692,1.59555,0.13485,1,1
692,1.49997,-1.12000,2,1
692,2.14153,0.01963,0,1
693,3.34804,-1.35640,-1,-1
693,3.08241,-1.06816,0,0
693,2.83964,0.39312,1,0
693,-1.49997,-1.12000,2,0
693,1.59555,0.13485,1,1
693,1.49997,-1.12000,2,1
693,2.16071,0.00101,0,1
